dataset,file_name,source,file_type,compression,encoding,language_hint,dataset_type,classification_confidence,n_columns,estimated_records,records_sampled,text_length_avg,encoding_quality,dominant_script,mixed_language,code_switching,romanized,errors,relative_path
28640.txt,28640.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,149.0,1.0,Devanagari,False,False,False,0,28640.txt
28641.txt,28641.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,104.0,1.0,Devanagari,False,False,False,0,28641.txt
28642.txt,28642.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,318.0,1.0,Devanagari,False,False,False,0,28642.txt
28643.txt,28643.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,247.33,1.0,Devanagari,False,False,False,0,28643.txt
28644.txt,28644.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,178,71,119.15,1.0,Devanagari,False,False,False,0,28644.txt
28646.txt,28646.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,122.0,1.0,Devanagari,False,False,False,0,28646.txt
28647.txt,28647.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,152,57,329.67,1.0,Devanagari,False,False,False,0,28647.txt
28648.txt,28648.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,55.0,1.0,Devanagari,False,False,False,0,28648.txt
2865.txt,2865.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,13,5,717.6,1.0,Devanagari,False,False,False,0,2865.txt
28650.txt,28650.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,51.0,1.0,Devanagari,False,False,False,0,28650.txt
28651.txt,28651.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,1490.0,1.0,Devanagari,False,False,False,0,28651.txt
28652.txt,28652.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,107.0,1.0,Devanagari,False,False,False,0,28652.txt
28653.txt,28653.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,95.0,1.0,Devanagari,False,False,False,0,28653.txt
28654.txt,28654.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,519.8,1.0,Devanagari,False,False,False,0,28654.txt
28655.txt,28655.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,497.0,1.0,Devanagari,False,False,False,0,28655.txt
28656.txt,28656.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,356.0,1.0,Devanagari,False,False,False,0,28656.txt
28657.txt,28657.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,100.0,1.0,Devanagari,False,False,False,0,28657.txt
28660.txt,28660.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,32,12,203.58,1.0,Devanagari,False,False,False,0,28660.txt
28661.txt,28661.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,76.0,1.0,Devanagari,False,False,False,0,28661.txt
28662.txt,28662.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28662.txt
28664.txt,28664.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,54.0,1.0,Devanagari,False,False,False,0,28664.txt
28666.txt,28666.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,41.0,1.0,Devanagari,False,False,False,0,28666.txt
28667.txt,28667.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,194.5,1.0,Devanagari,False,False,False,0,28667.txt
2867.txt,2867.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,287.0,1.0,Devanagari,False,False,False,0,2867.txt
28671.txt,28671.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,391.5,1.0,Devanagari,False,False,False,0,28671.txt
28672.txt,28672.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,258.33,1.0,Devanagari,False,False,False,0,28672.txt
28673.txt,28673.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,94.0,1.0,Devanagari,False,False,False,0,28673.txt
28675.txt,28675.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,13,5,402.0,1.0,Devanagari,False,False,False,0,28675.txt
28676.txt,28676.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,182.0,1.0,Devanagari,False,False,False,0,28676.txt
28677.txt,28677.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28677.txt
28678.txt,28678.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,279.0,1.0,Devanagari,False,False,False,0,28678.txt
28679.txt,28679.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,79.0,1.0,Devanagari,False,False,False,0,28679.txt
2868.txt,2868.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,43.0,1.0,Devanagari,False,False,False,0,2868.txt
28680.txt,28680.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,264.0,1.0,Devanagari,False,False,False,0,28680.txt
28683.txt,28683.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,55.0,1.0,Devanagari,False,False,False,0,28683.txt
28688.txt,28688.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,1101.0,1.0,Devanagari,False,False,False,0,28688.txt
28689.txt,28689.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,44.0,1.0,Devanagari,False,False,False,0,28689.txt
28690.txt,28690.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,312.0,1.0,Devanagari,False,False,False,0,28690.txt
28691.txt,28691.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,944.5,1.0,Devanagari,False,False,False,0,28691.txt
28692.txt,28692.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,8.0,1.0,Devanagari,False,False,False,0,28692.txt
28693.txt,28693.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,344.5,1.0,Devanagari,False,False,False,0,28693.txt
28694.txt,28694.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,216.0,1.0,Devanagari,False,False,False,0,28694.txt
28695.txt,28695.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,73.0,1.0,Devanagari,False,False,False,0,28695.txt
28696.txt,28696.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,289.5,1.0,Devanagari,False,False,False,0,28696.txt
28700.txt,28700.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,6,3,74.67,1.0,Devanagari,True,True,False,0,28700.txt
28701.txt,28701.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,78.0,1.0,Devanagari,False,False,False,0,28701.txt
28702.txt,28702.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,800.0,1.0,Devanagari,False,False,False,0,28702.txt
28705.txt,28705.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,131.0,1.0,Devanagari,False,False,False,0,28705.txt
28706.txt,28706.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,56.0,1.0,Devanagari,False,False,False,0,28706.txt
28707.txt,28707.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,253.5,1.0,Devanagari,False,False,False,0,28707.txt
28708.txt,28708.txt,unknown,txt,none,utf_8,en,Monolingual,0.55,1,2,2,706.5,1.0,Latin,False,False,True,0,28708.txt
2871.txt,2871.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,2871.txt
28710.txt,28710.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,220.6,1.0,Devanagari,False,False,False,0,28710.txt
28711.txt,28711.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,136.0,1.0,Devanagari,False,False,False,0,28711.txt
28712.txt,28712.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,9,4,83.75,1.0,Devanagari,True,True,False,0,28712.txt
28713.txt,28713.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,165.0,1.0,Devanagari,False,False,False,0,28713.txt
28714.txt,28714.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,714.0,1.0,Devanagari,False,False,False,0,28714.txt
28715.txt,28715.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,12,5,160.2,1.0,Devanagari,False,True,False,0,28715.txt
28719.txt,28719.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,214.0,1.0,Devanagari,False,False,False,0,28719.txt
28720.txt,28720.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,576.0,1.0,Devanagari,False,False,False,0,28720.txt
28724.txt,28724.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,15,6,280.83,1.0,Devanagari,False,False,False,0,28724.txt
28725.txt,28725.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,90.0,1.0,Devanagari,False,False,False,0,28725.txt
28726.txt,28726.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,119.0,1.0,Devanagari,False,False,False,0,28726.txt
28727.txt,28727.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,44,17,308.18,1.0,Devanagari,False,False,False,0,28727.txt
28728.txt,28728.txt,unknown,txt,none,utf_8,en,Monolingual,0.55,1,38,36,167.08,1.0,Latin,False,False,True,0,28728.txt
28729.txt,28729.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,40.0,1.0,Devanagari,False,False,False,0,28729.txt
28730.txt,28730.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,107.5,1.0,Devanagari,False,False,False,0,28730.txt
28731.txt,28731.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,2,1,2357.0,1.0,Devanagari,False,False,False,0,28731.txt
28732.txt,28732.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,152.0,1.0,Devanagari,False,False,False,0,28732.txt
28733.txt,28733.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,73.33,1.0,Devanagari,False,True,False,0,28733.txt
28734.txt,28734.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,76.0,1.0,Devanagari,False,False,False,0,28734.txt
28737.txt,28737.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,106.0,1.0,Devanagari,False,False,False,0,28737.txt
28738.txt,28738.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,88.0,1.0,Devanagari,False,False,False,0,28738.txt
28739.txt,28739.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,81.0,1.0,Devanagari,False,False,False,0,28739.txt
2874.txt,2874.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,249.0,1.0,Devanagari,False,False,False,0,2874.txt
28741.txt,28741.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,304.0,1.0,Devanagari,False,False,False,0,28741.txt
28742.txt,28742.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,290.0,1.0,Devanagari,False,False,False,0,28742.txt
28744.txt,28744.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,20.0,1.0,Devanagari,False,False,False,0,28744.txt
28745.txt,28745.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,375.75,1.0,Devanagari,False,False,False,0,28745.txt
28746.txt,28746.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,113.0,1.0,Devanagari,False,False,False,0,28746.txt
28748.txt,28748.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,253.0,1.0,Devanagari,False,False,False,0,28748.txt
2875.txt,2875.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,416.0,1.0,Devanagari,False,False,False,0,2875.txt
28750.txt,28750.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,156.0,1.0,Devanagari,False,False,False,0,28750.txt
28751.txt,28751.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,37,14,452.29,1.0,Devanagari,False,False,False,0,28751.txt
28754.txt,28754.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,200.0,1.0,Devanagari,False,False,False,0,28754.txt
28756.txt,28756.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,156.0,1.0,Devanagari,False,False,False,0,28756.txt
28757.txt,28757.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,143.0,1.0,Devanagari,False,False,False,0,28757.txt
28758.txt,28758.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,26,10,158.8,1.0,Devanagari,False,False,False,0,28758.txt
28759.txt,28759.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,79.0,1.0,Devanagari,False,False,False,0,28759.txt
2876.txt,2876.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,77.0,1.0,Devanagari,False,False,False,0,2876.txt
28760.txt,28760.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,29.0,1.0,Devanagari,False,False,False,0,28760.txt
28761.txt,28761.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,143.0,1.0,Devanagari,False,False,False,0,28761.txt
28762.txt,28762.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,752.0,1.0,Devanagari,False,False,False,0,28762.txt
28763.txt,28763.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,265.5,1.0,Devanagari,False,False,False,0,28763.txt
28764.txt,28764.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,105.0,1.0,Devanagari,False,False,False,0,28764.txt
28765.txt,28765.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,200.0,1.0,Devanagari,False,False,False,0,28765.txt
28767.txt,28767.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,168.0,1.0,Devanagari,False,False,False,0,28767.txt
28768.txt,28768.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,9,4,79.5,1.0,Devanagari,True,True,False,0,28768.txt
2877.txt,2877.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,42,16,562.44,1.0,Devanagari,False,False,False,0,2877.txt
28770.txt,28770.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,98.0,1.0,Devanagari,False,False,False,0,28770.txt
28773.txt,28773.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,91.0,1.0,Devanagari,False,False,False,0,28773.txt
28774.txt,28774.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,23,9,271.44,1.0,Devanagari,False,False,False,0,28774.txt
28779.txt,28779.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,168.0,1.0,Devanagari,False,False,False,0,28779.txt
2878.txt,2878.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,205.0,1.0,Devanagari,False,False,False,0,2878.txt
28781.txt,28781.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,77.0,1.0,Devanagari,False,False,False,0,28781.txt
28782.txt,28782.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,67.0,1.0,Devanagari,False,False,False,0,28782.txt
28783.txt,28783.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28783.txt
28784.txt,28784.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,446.0,1.0,Devanagari,False,False,False,0,28784.txt
28785.txt,28785.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28785.txt
28787.txt,28787.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,64,24,426.17,1.0,Devanagari,False,False,False,0,28787.txt
28788.txt,28788.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,72.0,1.0,Devanagari,False,False,False,0,28788.txt
28789.txt,28789.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,209.0,1.0,Devanagari,False,False,False,0,28789.txt
28790.txt,28790.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,1,1,10.0,1.0,Devanagari,False,False,False,0,28790.txt
28792.txt,28792.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,107.0,1.0,Devanagari,False,False,False,0,28792.txt
28793.txt,28793.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,162.75,1.0,Devanagari,False,False,False,0,28793.txt
28794.txt,28794.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,41.0,1.0,Devanagari,False,False,False,0,28794.txt
28795.txt,28795.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,79.0,1.0,Devanagari,False,False,False,0,28795.txt
28796.txt,28796.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,347.71,1.0,Devanagari,False,False,False,0,28796.txt
28797.txt,28797.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,40.0,1.0,Devanagari,False,False,False,0,28797.txt
28798.txt,28798.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,71.0,1.0,Devanagari,False,False,False,0,28798.txt
28799.txt,28799.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,66.0,1.0,Devanagari,False,False,False,0,28799.txt
288.txt,288.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,99.5,1.0,Devanagari,False,False,False,0,288.txt
28800.txt,28800.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,119.0,1.0,Devanagari,False,False,False,0,28800.txt
28801.txt,28801.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,684.0,1.0,Devanagari,False,False,False,0,28801.txt
28802.txt,28802.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,602.0,1.0,Devanagari,False,False,False,0,28802.txt
28803.txt,28803.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,687.5,1.0,Devanagari,False,False,False,0,28803.txt
28804.txt,28804.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,78.0,1.0,Devanagari,False,False,False,0,28804.txt
28805.txt,28805.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,202.0,1.0,Devanagari,False,False,False,0,28805.txt
28806.txt,28806.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,63.0,1.0,Devanagari,False,False,False,0,28806.txt
28807.txt,28807.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,168.67,1.0,Devanagari,False,False,False,0,28807.txt
28808.txt,28808.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,104.0,1.0,Devanagari,False,False,False,0,28808.txt
28809.txt,28809.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,71.0,1.0,Devanagari,False,False,False,0,28809.txt
2881.txt,2881.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,23,9,297.67,1.0,Devanagari,False,False,False,0,2881.txt
28814.txt,28814.txt,unknown,txt,none,utf_8,en,Monolingual,0.55,1,17,16,153.19,1.0,Latin,False,False,True,0,28814.txt
28816.txt,28816.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,109.0,1.0,Devanagari,False,False,False,0,28816.txt
28817.txt,28817.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,107.0,1.0,Devanagari,False,False,False,0,28817.txt
28818.txt,28818.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,340.0,1.0,Devanagari,False,False,False,0,28818.txt
28819.txt,28819.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,41.0,1.0,Devanagari,False,False,False,0,28819.txt
28820.txt,28820.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,412.0,1.0,Devanagari,False,False,False,0,28820.txt
28821.txt,28821.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,260.0,1.0,Devanagari,False,False,False,0,28821.txt
28822.txt,28822.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,108.0,1.0,Devanagari,False,False,False,0,28822.txt
28823.txt,28823.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,466.0,1.0,Devanagari,False,False,False,0,28823.txt
28825.txt,28825.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,209.75,1.0,Devanagari,False,False,False,0,28825.txt
28827.txt,28827.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,132.0,1.0,Devanagari,False,False,False,0,28827.txt
28829.txt,28829.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,44.0,1.0,Devanagari,False,False,False,0,28829.txt
2883.txt,2883.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,1040.0,1.0,Devanagari,False,False,False,0,2883.txt
28831.txt,28831.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,239.0,1.0,Devanagari,False,False,False,0,28831.txt
28832.txt,28832.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,91.0,1.0,Devanagari,False,False,False,0,28832.txt
28833.txt,28833.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,32,12,75.75,1.0,Devanagari,False,False,False,0,28833.txt
28834.txt,28834.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,54.0,1.0,Devanagari,False,False,False,0,28834.txt
28835.txt,28835.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,167.0,1.0,Devanagari,False,False,False,0,28835.txt
28836.txt,28836.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,133.0,1.0,Devanagari,False,False,False,0,28836.txt
28838.txt,28838.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,156.0,1.0,Devanagari,False,False,False,0,28838.txt
2884.txt,2884.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,385.0,1.0,Devanagari,False,False,False,0,2884.txt
28843.txt,28843.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,87.0,1.0,Devanagari,False,False,False,0,28843.txt
28845.txt,28845.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28845.txt
28846.txt,28846.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,112.0,1.0,Devanagari,False,False,False,0,28846.txt
28847.txt,28847.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,10,4,413.5,1.0,Devanagari,False,False,False,0,28847.txt
28848.txt,28848.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,49.0,1.0,Devanagari,False,False,False,0,28848.txt
28849.txt,28849.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,156.0,1.0,Devanagari,False,False,False,0,28849.txt
2885.txt,2885.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,73.0,1.0,Devanagari,False,False,False,0,2885.txt
28850.txt,28850.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,175.0,1.0,Devanagari,False,False,False,0,28850.txt
28851.txt,28851.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,410.5,1.0,Devanagari,False,False,False,0,28851.txt
28852.txt,28852.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,223.0,1.0,Devanagari,False,False,False,0,28852.txt
28853.txt,28853.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,64.0,1.0,Devanagari,False,False,False,0,28853.txt
28856.txt,28856.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,111.0,1.0,Devanagari,False,False,False,0,28856.txt
28857.txt,28857.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,383.0,1.0,Devanagari,False,False,False,0,28857.txt
28858.txt,28858.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,404.5,1.0,Devanagari,False,False,False,0,28858.txt
28859.txt,28859.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,20,8,281.12,1.0,Devanagari,False,False,False,0,28859.txt
2886.txt,2886.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,86.0,1.0,Devanagari,False,False,False,0,2886.txt
28860.txt,28860.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,12,5,290.8,1.0,Devanagari,False,False,False,0,28860.txt
28862.txt,28862.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,44.0,1.0,Devanagari,False,False,False,0,28862.txt
28863.txt,28863.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,58.0,1.0,Devanagari,False,False,False,0,28863.txt
28864.txt,28864.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28864.txt
28866.txt,28866.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,59.5,1.0,Devanagari,False,False,False,0,28866.txt
28867.txt,28867.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,111.0,1.0,Devanagari,False,False,False,0,28867.txt
28868.txt,28868.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,91.0,1.0,Devanagari,False,False,False,0,28868.txt
28869.txt,28869.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,269.0,1.0,Devanagari,False,False,False,0,28869.txt
28870.txt,28870.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,114,43,188.74,1.0,Devanagari,False,False,False,0,28870.txt
28872.txt,28872.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,310.0,1.0,Devanagari,False,False,False,0,28872.txt
28874.txt,28874.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,34,13,631.46,1.0,Devanagari,False,False,False,0,28874.txt
28875.txt,28875.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28875.txt
28876.txt,28876.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,151.0,1.0,Devanagari,False,False,False,0,28876.txt
28877.txt,28877.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,22,8,41.25,1.0,Devanagari,False,False,False,0,28877.txt
28879.txt,28879.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,138.67,1.0,Devanagari,False,False,False,0,28879.txt
28883.txt,28883.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,57.0,1.0,Devanagari,False,False,False,0,28883.txt
28887.txt,28887.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,69.0,1.0,Devanagari,False,False,False,0,28887.txt
28888.txt,28888.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,240.25,1.0,Devanagari,False,False,False,0,28888.txt
28889.txt,28889.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,908.0,1.0,Devanagari,False,False,False,0,28889.txt
